id	title	description	link	image_link	availability	price	brand	identifier_exists	condition	product_type
60971d9a-24fb-41a4-8ed7-d80e9ec3cd98	Aventura en Parasailing en Punta Cana	Vuela sobre la costa de Punta Cana en una experiencia de parasailing con equipo asegurado a una lancha rapida. Ideal para disfrutar vistas del Caribe y confirmar disponibilidad online.	https://proactivitis.com/tours/parasailing-punta-cana	https://cfplxlfjp1i96vih.public.blob.vercel-storage.com/tours/4b7182fc-2041-4f02-a7cb-c34a56b9ae8f/temp-1767057803622/cover-1767057803622-parasail-06-cfOi84q9dxReyhjPnGoQlUzzJRaMAH.webp	in_stock	90.00 USD	Proactivitis	no	new	Tours & Activities > Parasailing
